x>0 	 Erf(x) 	 erf(x/sqrt2) 		 math.py 	 sci.py 	 m.py-sci.py-
 0.58  0.71904269110144  0.43808538220287 	 -1.1e-16 	 -1.1e-16 	 0.0e+00
 0.60  0.72574688224993  0.45149376449985 	 1.1e-16 	 5.6e-17 	 -5.6e-17
 0.62  0.73237110653102  0.46474221306203 	 2.2e-16 	 1.1e-16 	 -1.1e-16
 0.64  0.73891370030714  0.47782740061428 	 5.6e-17 	 1.7e-16 	 1.1e-16
 0.66  0.74537308532866  0.49074617065733 	 0.0e+00 	 5.6e-17 	 5.6e-17
 0.68  0.75174776954643  0.50349553909286 	 1.1e-16 	 1.1e-16 	 0.0e+00
 0.70  0.75803634777693  0.51607269555385 	 0.0e+00 	 0.0e+00 	 0.0e+00
 0.72  0.76423750222075  0.52847500444150 	 -1.1e-16 	 0.0e+00 	 1.1e-16
 0.74  0.77035000283521  0.54070000567042 	 3.3e-16 	 2.2e-16 	 -1.1e-16
 0.76  0.77637270756240  0.55274541512480 	 0.0e+00 	 -1.1e-16 	 -1.1e-16
 0.78  0.78230456241427  0.56460912482853 	 0.0e+00 	 0.0e+00 	 0.0e+00
 0.80  0.78814460141660  0.57628920283321 	 2.2e-16 	 2.2e-16 	 0.0e+00
 0.82  0.79389194641419  0.58778389282837 	 0.0e+00 	 -1.1e-16 	 -1.1e-16
 0.84  0.79954580673955  0.59909161347910 	 1.1e-16 	 1.1e-16 	 0.0e+00
 0.86  0.80510547874819  0.61021095749638 	 1.1e-16 	 2.2e-16 	 1.1e-16
 0.88  0.81057034522329  0.62114069044658 	 0.0e+00 	 0.0e+00 	 0.0e+00
 0.90  0.81593987465324  0.63187974930648 	 -1.1e-16 	 0.0e+00 	 1.1e-16
 0.92  0.82121362038563  0.64242724077126 	 2.2e-16 	 2.2e-16 	 0.0e+00
 0.94  0.82639121966138  0.65278243932275 	 0.0e+00 	 0.0e+00 	 0.0e+00
 0.96  0.83147239253316  0.66294478506632 	 0.0e+00 	 1.1e-16 	 1.1e-16
 0.98  0.83645694067231  0.67291388134462 	 0.0e+00 	 1.1e-16 	 1.1e-16
 1.00  0.84134474606854  0.68268949213709 	 3.3e-16 	 2.2e-16 	 -1.1e-16
 1.02  0.84613576962727  0.69227153925453 	 2.2e-16 	 1.1e-16 	 -1.1e-16
 1.04  0.85083004966902  0.70166009933804 	 1.1e-16 	 2.2e-16 	 1.1e-16
 1.06  0.85542770033609  0.71085540067218 	 0.0e+00 	 0.0e+00 	 0.0e+00
 1.08  0.85992890991123  0.71985781982246 	 2.2e-16 	 2.2e-16 	 0.0e+00
 1.10  0.86433393905362  0.72866787810723 	 2.2e-16 	 2.2e-16 	 0.0e+00
 1.12  0.86864311895727  0.73728623791454 	 3.3e-16 	 3.3e-16 	 0.0e+00
 1.14  0.87285684943720  0.74571369887440 	 0.0e+00 	 1.1e-16 	 1.1e-16
 1.16  0.87697559694866  0.75395119389731 	 1.1e-16 	 3.3e-16 	 2.2e-16
 1.18  0.88099989254480  0.76199978508960 	 0.0e+00 	 0.0e+00 	 0.0e+00
 1.20  0.88493032977829  0.76986065955658 	 2.2e-16 	 1.1e-16 	 -1.1e-16
 1.22  0.88876756255217  0.77753512510433 	 0.0e+00 	 0.0e+00 	 0.0e+00
 1.24  0.89251230292541  0.78502460585083 	 2.2e-16 	 2.2e-16 	 0.0e+00
